restaurant_id,google_maps_url,google_rating,google_price_level
239,https://maps.google.com/?cid=17175934469220264714,4.4,2
240,https://maps.google.com/?cid=7103573995255100562,4.6,0
241,https://maps.google.com/?cid=3926256923385915221,4.4,1
242,https://maps.google.com/?cid=6497627641679144832,4.3,1
243,https://maps.google.com/?cid=4691391781358956429,4.4,0
244,https://maps.google.com/?cid=10306895770663745566,4.6,2
245,https://maps.google.com/?cid=1704820357308151615,4.7,1
246,https://maps.google.com/?cid=9714402068071884208,4.2,0
247,https://maps.google.com/?cid=14726677139850223012,3.9,1
248,https://maps.google.com/?cid=11326366741972601886,0.0,1
249,https://maps.google.com/?cid=4573242062555266577,4.7,0
250,https://maps.google.com/?cid=4821884606247445233,4.4,2
251,https://maps.google.com/?cid=17249498893936259740,4.4,0
252,https://maps.google.com/?cid=15794100111827602478,4.2,0
253,https://maps.google.com/?cid=15405698663390869159,4.5,0
254,https://maps.google.com/?cid=2925735462445131014,4.1,1
255,https://maps.google.com/?cid=11022122296873895226,4.5,0
256,https://maps.google.com/?cid=2015829356459314765,4.4,0
257,https://maps.google.com/?cid=16085720070753225952,0.0,0
258,https://maps.google.com/?cid=5099655307069827382,4.5,2
259,https://maps.google.com/?cid=14886067339755580283,4.1,2
260,https://maps.google.com/?cid=15658379476306895579,4.5,2
261,https://maps.google.com/?cid=1393923203281226674,4.4,2
262,https://maps.google.com/?cid=8942147373145552244,4.3,2
263,https://maps.google.com/?cid=12871426653448625322,3.7,1
264,https://maps.google.com/?cid=10123895041357104050,3.4,1
265,https://maps.google.com/?cid=5175971579395397243,4.1,1
266,https://maps.google.com/?cid=8192941345659749046,4.2,0
267,https://maps.google.com/?cid=885366549255298682,4.5,1
268,https://maps.google.com/?cid=6941031368752215213,4.6,2
269,https://maps.google.com/?cid=10020698304765021922,4.0,0
270,https://maps.google.com/?cid=16146031185105915163,4.2,1
271,https://maps.google.com/?cid=14543011219148822208,4.6,1
272,https://maps.google.com/?cid=3881972299468193274,4.3,0
273,https://maps.google.com/?cid=16406742179345753189,4.6,1
274,https://maps.google.com/?cid=10941067657918939623,3.6,0
275,https://maps.google.com/?cid=15445463506992764938,4.3,0
276,https://maps.google.com/?cid=10152545557831699115,4.0,1
277,https://maps.google.com/?cid=9109182982292451416,4.4,1
278,https://maps.google.com/?cid=8204567511040332915,4.7,0
279,https://maps.google.com/?cid=13730283022777828554,0.0,0
280,https://maps.google.com/?cid=15016904652534527173,3.9,2
281,https://maps.google.com/?cid=12926917907590181532,4.6,2
282,https://maps.google.com/?cid=2822534060785313921,4.2,1
283,https://maps.google.com/?cid=3995199990669966005,4.6,0
284,https://maps.google.com/?cid=16429430626429027815,4.1,0
285,https://maps.google.com/?cid=13688838763760332803,2.5,0
286,https://maps.google.com/?cid=5134644677250097608,4.2,2
287,https://maps.google.com/?cid=10339765325244285846,4.3,2
288,https://maps.google.com/?cid=14699594274468775445,4.2,2
289,https://maps.google.com/?cid=2010461479425347329,4.3,3
290,https://maps.google.com/?cid=15311867525065196400,4.1,2
291,https://maps.google.com/?cid=11499053825859329063,4.2,2
292,https://maps.google.com/?cid=2285368508167525817,4.1,1
293,https://maps.google.com/?cid=280709930689141439,2.9,0
294,https://maps.google.com/?cid=12856446716172844557,4.2,2
295,https://maps.google.com/?cid=118674873805203207,4.8,2
296,https://maps.google.com/?cid=696922301125206520,4.2,2
297,https://maps.google.com/?cid=8026676250889068009,4.6,2
298,https://maps.google.com/?cid=14313584111302900758,4.6,2
299,https://maps.google.com/?cid=7363324739197531666,4.5,3
300,https://maps.google.com/?cid=10122326925418131618,4.1,1
301,https://maps.google.com/?cid=12274501990248769343,4.0,1
302,https://maps.google.com/?cid=12695721012573951526,4.3,2
303,https://maps.google.com/?cid=8698369383597396690,4.4,3
304,https://maps.google.com/?cid=14601438557591089981,4.3,2
305,https://maps.google.com/?cid=2653008506141357613,4.3,2
306,https://maps.google.com/?cid=7167094988454700863,4.2,2
307,https://maps.google.com/?cid=5275426247078445832,4.3,2
308,https://maps.google.com/?cid=17153642416678493823,4.0,2
309,https://maps.google.com/?cid=10861817342527451477,4.0,2
310,https://maps.google.com/?cid=2183889335912782764,4.1,1
311,https://maps.google.com/?cid=11126304044982790099,4.4,2
312,https://maps.google.com/?cid=2258772138560141029,3.7,1
313,https://maps.google.com/?cid=18359931598736756873,4.4,2
314,https://maps.google.com/?cid=7442627142242314767,4.2,1
315,https://maps.google.com/?cid=2857433055567193914,4.3,2
316,https://maps.google.com/?cid=17893380416237786228,3.8,1
317,https://maps.google.com/?cid=13931406666221406403,4.2,1
318,https://maps.google.com/?cid=16380601669167386648,4.2,2
319,https://maps.google.com/?cid=13650809989081461147,4.2,1
320,https://maps.google.com/?cid=5644650444109517476,4.3,2
321,https://maps.google.com/?cid=16424046985039351452,4.1,2
322,https://maps.google.com/?cid=12729616493765455816,4.3,2
323,https://maps.google.com/?cid=9899497929703970778,4.1,2
324,https://maps.google.com/?cid=14537322781386900700,4.4,2
325,https://maps.google.com/?cid=17064393379209774693,3.3,1
326,https://maps.google.com/?cid=7123803697871915516,4.5,2
327,https://maps.google.com/?cid=4720051209472999457,4.5,2
328,https://maps.google.com/?cid=11441009343920357807,4.5,2
329,https://maps.google.com/?cid=3364655444061807675,4.3,3
330,https://maps.google.com/?cid=4518846399731996217,4.0,1
331,https://maps.google.com/?cid=10754937862700516367,4.2,2
332,https://maps.google.com/?cid=9296586860354090467,4.4,2
333,https://maps.google.com/?cid=9709015883823109709,4.1,2
334,https://maps.google.com/?cid=247435011653500605,4.6,2
335,https://maps.google.com/?cid=9051209140078818713,2.5,1
336,https://maps.google.com/?cid=4856935061916151672,3.8,0
337,https://maps.google.com/?cid=14120947105208346498,4.4,2
338,https://maps.google.com/?cid=2973761598898082760,4.7,2
339,https://maps.google.com/?cid=12659767435685249782,4.4,1
340,https://maps.google.com/?cid=8847421998049904706,4.5,2
341,https://maps.google.com/?cid=406314843763818184,4.5,1
342,https://maps.google.com/?cid=63874254428950135,4.2,2
343,https://maps.google.com/?cid=4059842452247152479,4.3,1
344,https://maps.google.com/?cid=10563343113283970833,4.1,1
345,https://maps.google.com/?cid=6237424852689669233,4.0,1
346,https://maps.google.com/?cid=7514560198552725678,4.3,2
347,https://maps.google.com/?cid=6887614419650032074,4.2,2
348,https://maps.google.com/?cid=8999701687235127758,4.4,1
349,https://maps.google.com/?cid=7773636960025800792,4.5,0
350,https://maps.google.com/?cid=4098005663394633247,3.9,1
351,https://maps.google.com/?cid=14630602232421517177,4.6,1
352,https://maps.google.com/?cid=18109200229752133759,4.6,3
353,https://maps.google.com/?cid=13490083540363298220,4.1,1
354,https://maps.google.com/?cid=17887137546614528817,4.6,3
355,https://maps.google.com/?cid=12388211931090436833,4.1,2
356,https://maps.google.com/?cid=9069190271496148876,4.3,2
357,https://maps.google.com/?cid=1285232414589637573,4.7,2
358,https://maps.google.com/?cid=11873720059055600833,4.5,2
359,https://maps.google.com/?cid=18307337471761314070,4.5,2
360,https://maps.google.com/?cid=2350379756130590065,4.5,2
361,https://maps.google.com/?cid=4828705820741312077,4.2,3
362,https://maps.google.com/?cid=6340430034740176403,4.3,2
363,https://maps.google.com/?cid=8421677786793319279,4.3,2
364,https://maps.google.com/?cid=13502077397489826769,4.6,2
365,https://maps.google.com/?cid=657534481569041498,4.1,1
366,https://maps.google.com/?cid=5819472900025942252,4.5,0
367,https://maps.google.com/?cid=11131050814061751663,4.2,2
368,https://maps.google.com/?cid=1483941817872817544,4.4,2
369,https://maps.google.com/?cid=3510617706287722172,4.2,1
370,https://maps.google.com/?cid=9843203810463014750,4.1,1
371,https://maps.google.com/?cid=5787079484957106423,3.8,1
372,https://maps.google.com/?cid=18118440926085866036,4.4,2
373,https://maps.google.com/?cid=15042030997110678270,4.5,2
374,https://maps.google.com/?cid=18350059184768710816,3.4,1
375,https://maps.google.com/?cid=8772031991485266627,4.2,1
376,https://maps.google.com/?cid=15972909961247655495,4.3,1
377,https://maps.google.com/?cid=5281828469009952520,3.5,1
378,https://maps.google.com/?cid=6896483104064914686,3.4,1
379,https://maps.google.com/?cid=18048558854903425939,4.7,0
380,https://maps.google.com/?cid=14508326688404277085,4.2,1
381,https://maps.google.com/?cid=1364146477811652167,4.2,2
382,https://maps.google.com/?cid=5497865851298577750,4.3,2
383,https://maps.google.com/?cid=7503236889631756640,3.5,0
384,https://maps.google.com/?cid=17741991363540598854,4.4,0
385,https://maps.google.com/?cid=8817439653923074968,5.0,0
386,https://maps.google.com/?cid=9643533817232613497,4.4,2
387,https://maps.google.com/?cid=16980167678389833982,4.2,1
388,https://maps.google.com/?cid=3199577208605449639,4.4,0
389,https://maps.google.com/?cid=15662102958524636063,4.5,1
390,https://maps.google.com/?cid=3971858710751700587,4.3,0
391,https://maps.google.com/?cid=12839540216347133022,5.0,0
392,https://maps.google.com/?cid=15091813996694676719,4.2,1
393,https://maps.google.com/?cid=1646938978706323838,4.5,2
394,https://maps.google.com/?cid=17474442911624320363,3.7,1
395,https://maps.google.com/?cid=11162395169597474812,3.1,2
396,https://maps.google.com/?cid=11489687353021894176,4.2,1
397,https://maps.google.com/?cid=9651992548971425021,4.4,2
398,https://maps.google.com/?cid=14298467328753486970,4.4,1
399,https://maps.google.com/?cid=6036139170178877904,4.2,2
400,https://maps.google.com/?cid=1798990059960816432,4.4,3
401,https://maps.google.com/?cid=3183519225252686311,4.6,2
402,https://maps.google.com/?cid=14013167729540331370,4.5,2
403,https://maps.google.com/?cid=9976836420500350003,4.5,2
404,https://maps.google.com/?cid=15941997231538038418,4.4,2
405,https://maps.google.com/?cid=10990691905540231901,4.3,3
406,https://maps.google.com/?cid=10144118584234609704,4.4,2
407,https://maps.google.com/?cid=3911668935715738117,4.5,2
408,https://maps.google.com/?cid=12817532522511618573,4.2,2
409,https://maps.google.com/?cid=13988025990265295454,4.2,3
410,https://maps.google.com/?cid=12391262712750949890,4.2,2
411,https://maps.google.com/?cid=1564351430727940054,4.5,2
412,https://maps.google.com/?cid=17629542895318143593,4.5,2
413,https://maps.google.com/?cid=4921425093695790070,4.6,2
414,https://maps.google.com/?cid=62529428702838660,4.5,2
415,https://maps.google.com/?cid=6452456972668682316,4.4,2
416,https://maps.google.com/?cid=17234745125891652612,4.4,4
417,https://maps.google.com/?cid=8122219627276404697,4.1,0
418,https://maps.google.com/?cid=3279464098397647907,4.4,0
419,https://maps.google.com/?cid=15438828541263994132,4.7,1
420,https://maps.google.com/?cid=13027275018366247310,4.4,2
421,https://maps.google.com/?cid=773350833868311206,4.2,2
422,https://maps.google.com/?cid=653479538154627225,4.4,0
423,https://maps.google.com/?cid=12111564385776009695,4.5,2
424,https://maps.google.com/?cid=8331701864952879779,4.7,0
425,https://maps.google.com/?cid=13778617519495280818,3.6,2
426,https://maps.google.com/?cid=15112342085930840195,4.2,2
427,https://maps.google.com/?cid=3543060601759244459,4.1,3
428,https://maps.google.com/?cid=3203425789633758002,4.7,1
429,https://maps.google.com/?cid=4277009541620101164,3.9,1
